NM_076727	chrX	+	6702463	6709142	WBGene00000042
NM_076728	chrX	+	6709538	6712925	WBGene00000043
NM_066036	chrIII	-	6509699	6514768	WBGene00000044
NM_058953	chrI	+	4359207	4362548	WBGene00000045
NM_063246	chrII	-	7845662	7849797	WBGene00000046
NM_077344	chrX	+	10412725	10416630	WBGene00000047
NM_077884	chrX	-	13642348	13646898	WBGene00000048
NM_076291	chrX	+	4022273	4025584	WBGene00000049
NM_059505	chrI	-	6621687	6624894	WBGene00000050
NM_077861	chrX	+	13532871	13536433	WBGene00000051
NM_001313441	chrX	+	13532871	13536433	WBGene00000051
NM_063315	chrII	-	8174845	8177195	WBGene00000053
NM_072805	chrV	+	8552695	8555388	WBGene00000054
NM_072806	chrV	+	8561216	8564345	WBGene00000055
NM_001028790	chrV	+	2608656	2615247	WBGene00000056
NM_001316802	chrV	+	2608656	2615247	WBGene00000056
NM_001316803	chrV	+	2608656	2615247	WBGene00000056
NM_001316804	chrV	+	2608656	2615247	WBGene00000056
NM_074467	chrV	-	15551155	15559147	WBGene00000057
NM_060028	chrI	-	9031274	9036695	WBGene00000058
NM_001136284	chrI	-	9031274	9036695	WBGene00000058
NM_001027101	chrII	-	14373831	14377890	WBGene00000059
NM_001027102	chrII	-	14373831	14377890	WBGene00000059
NM_001129155	chrII	-	14373831	14377890	WBGene00000059
NM_001368430	chrIII	+	6581927	6586549	WBGene00000060
NM_001368431	chrIII	+	6581927	6586549	WBGene00000060
NM_001368432	chrIII	+	6581927	6586549	WBGene00000060
NM_001368433	chrIII	+	6581927	6586549	WBGene00000060
NM_076869	chrX	-	7503823	7506633	WBGene00000061
NM_071623	chrV	-	3651686	3659499	WBGene00000062
NM_001330798	chrV	-	3651686	3659499	WBGene00000062
NM_073418	chrV	+	11079167	11082497	WBGene00000063
NM_073417	chrV	-	11076723	11078168	WBGene00000064
NM_073416	chrV	-	11071690	11074498	WBGene00000065
NM_076440	chrX	+	4960553	4964416	WBGene00000066
NM_076441	chrX	+	4960553	4964416	WBGene00000066
NM_001029632	chrX	+	4960553	4964416	WBGene00000066
NM_067408	chrIII	-	13604339	13606067	WBGene00000067
NM_065569	chrIII	+	4722126	4730919	WBGene00000068
NM_072152	chrV	+	5976029	5981513	WBGene00000069
NM_065364	chrIII	-	3774896	3786640	WBGene00000070
NM_072085	chrV	-	5624727	5630892	WBGene00000071
NM_001029468	chrX	-	4854069	4860036	WBGene00000072
NM_001029469	chrX	-	4854069	4860036	WBGene00000072
NM_001029470	chrX	-	4854069	4860036	WBGene00000072
NM_001029471	chrX	-	4854069	4860036	WBGene00000072
NM_001029472	chrX	-	4854069	4860036	WBGene00000072
NM_001047665	chrV	-	12009537	12013605	WBGene00000073
NM_001047666	chrV	-	12009537	12013605	WBGene00000073
NM_077890	chrX	+	13687973	13695800	WBGene00000074
NM_001368538	chrX	+	13687973	13695800	WBGene00000074
NM_076917	chrX	-	7795046	7798287	WBGene00000075
NM_059752	chrI	+	7773180	7777652	WBGene00000079
NM_059753	chrI	+	7773180	7777652	WBGene00000079
NM_182001	chrI	+	7773180	7777652	WBGene00000079
NM_182002	chrI	+	7773180	7777652	WBGene00000079
NM_182003	chrI	+	7773180	7777652	WBGene00000079
NM_066193	chrIII	-	7230964	7232882	WBGene00000080
NM_064784	chrIII	-	295651	298556	WBGene00000081
NM_077715	chrX	+	12678832	12689279	WBGene00000082
NM_001029361	chrX	+	7585587	7595414	WBGene00000083
NM_001029362	chrX	+	7585587	7595414	WBGene00000083
NM_001029363	chrX	+	7585587	7595414	WBGene00000083
NM_170901	chrI	+	7602307	7608245	WBGene00000084
NM_001025903	chrI	+	7602307	7608245	WBGene00000084
NM_077225	chrX	-	9650999	9653116	WBGene00000085
NM_171618	chrX	-	751211	759732	WBGene00000086
NM_001029171	chrX	-	751211	759732	WBGene00000086
NM_061193	chrI	-	14850054	14855827	WBGene00000088
NM_060975	chrI	-	13543079	13545188	WBGene00000089
NM_064061	chrII	-	11519323	11527062	WBGene00000090
NM_001313559	chrII	-	11519323	11527062	WBGene00000090
NM_171684	chrX	-	5289728	5303512	WBGene00000092
NM_001322618	chrX	-	5289728	5303512	WBGene00000092
NM_001322619	chrX	-	5289728	5303512	WBGene00000092
NM_001322620	chrX	-	5289728	5303512	WBGene00000092
NM_001322621	chrX	-	5289728	5303512	WBGene00000092
NM_001047589	chrIV	-	13368368	13369417	WBGene00000093
NM_001047590	chrIV	-	13368368	13369417	WBGene00000093
NM_062607	chrII	-	5371980	5373433	WBGene00000094
NM_001264398	chrI	-	10193925	10197000	WBGene00000095
NM_001264397	chrI	-	10193925	10197000	WBGene00000095
NM_001025865	chrI	+	9522578	9531130	WBGene00000096
NM_001025866	chrI	+	9522578	9531130	WBGene00000096
NM_074078	chrV	+	14012333	14013644	WBGene00000097
NM_072718	chrV	+	8221410	8223587	WBGene00000098
NM_059313	chrI	+	5937477	5938885	WBGene00000099
NM_077135	chrX	+	9078945	9113613	WBGene00000100
NM_001330907	chrX	+	9078945	9113613	WBGene00000100
NM_001330906	chrX	+	9078945	9113613	WBGene00000100
NM_001330905	chrX	+	9078945	9113613	WBGene00000100
NM_001330915	chrX	+	9078945	9113613	WBGene00000100
NM_001330904	chrX	+	9078945	9113613	WBGene00000100
NM_001330911	chrX	+	9078945	9113613	WBGene00000100
NM_001330912	chrX	+	9078945	9113613	WBGene00000100
NM_001330913	chrX	+	9078945	9113613	WBGene00000100
NM_001330914	chrX	+	9078945	9113613	WBGene00000100
NM_001330908	chrX	+	9078945	9113613	WBGene00000100
NM_001330909	chrX	+	9078945	9113613	WBGene00000100
NM_001330910	chrX	+	9078945	9113613	WBGene00000100
NM_001026874	chrII	-	7472729	7478959	WBGene00000101
NM_063164	chrII	-	7472729	7478959	WBGene00000101
NM_001026876	chrII	-	7472729	7478959	WBGene00000101
NM_001028474	chrV	+	10248907	10252895	WBGene00000102
NM_001028475	chrV	+	10248907	10252895	WBGene00000102
NM_001028476	chrV	+	10248907	10252895	WBGene00000102
NM_077956	chrX	+	14147700	14152070	WBGene00000103
NM_001029441	chrX	+	14147700	14152070	WBGene00000103
NM_001270309	chrX	+	13949114	13956261	WBGene00000105
NM_001270310	chrX	+	13949114	13956261	WBGene00000105
NM_182192	chrII	+	873176	879001	WBGene00000106
NM_061436	chrII	+	873176	879001	WBGene00000106
NM_065680	chrIII	+	5077765	5080665	WBGene00000107
NM_181921	chrIII	+	5077765	5080665	WBGene00000107
NM_069653	chrIV	+	11022603	11025870	WBGene00000109
NM_171471	chrV	-	6427212	6429927	WBGene00000110
NM_171472	chrV	-	6427212	6429927	WBGene00000110
NM_072233	chrV	-	6427212	6429927	WBGene00000110
NM_071144	chrV	-	1996100	1999581	WBGene00000111
NM_061545	chrII	-	1306240	1310133	WBGene00000112
NM_182151	chrII	-	1306240	1310133	WBGene00000112
NM_001027041	chrII	-	1306240	1310133	WBGene00000112
NM_001047317	chrII	-	1306240	1310133	WBGene00000112
NM_001267464	chrII	-	13485792	13491786	WBGene00000113
NM_001267465	chrII	-	13485792	13491786	WBGene00000113
NM_001026907	chrII	+	11728949	11731226	WBGene00000114
NM_001026908	chrII	+	11728949	11731226	WBGene00000114
NM_065862	chrIII	+	5856018	5859186	WBGene00000115
NM_076802	chrX	-	7140504	7143641	WBGene00000116
NM_171072	chrIII	-	774321	778871	WBGene00000117
NM_171073	chrIII	-	774321	778871	WBGene00000117
NM_001027759	chrIII	+	7454012	7455980	WBGene00000118
NM_001027760	chrIII	+	7454012	7455980	WBGene00000118
NM_069187	chrIV	+	9108931	9109753	WBGene00000120
NM_069193	chrIV	+	9147468	9148579	WBGene00000121
NM_001083228	chrIV	+	12123155	12124807	WBGene00000122
NM_068122	chrIV	+	4248020	4258173	WBGene00000123
NM_076383	chrX	+	4571448	4573914	WBGene00000133
NM_070095	chrIV	+	13042391	13046858	WBGene00000134
NM_063360	chrII	-	8363196	8369159	WBGene00000135
NM_076382	chrX	+	4565302	4569393	WBGene00000136
NM_065371	chrIII	+	3822403	3826261	WBGene00000137
NM_060835	chrI	-	12759545	12764960	WBGene00000138
NM_001368491	chrV	-	20898840	20903441	WBGene00000139
NM_001270035	chrV	-	20898840	20903441	WBGene00000139
NM_058952	chrI	+	4318033	4359080	WBGene00000140
NM_001356818	chrI	+	4318033	4359080	WBGene00000140
NM_001356817	chrI	+	4318033	4359080	WBGene00000140
NM_073203	chrV	-	10127492	10130295	WBGene00000142
NM_066361	chrIII	+	8080570	8083701	WBGene00000143
NM_001269291	chrV	-	10425362	10426399	WBGene00000144
NM_001269288	chrV	-	10425362	10426399	WBGene00000144
NM_001269289	chrV	-	10425362	10426399	WBGene00000144
NM_001269290	chrV	-	10425362	10426399	WBGene00000144
NM_065536	chrIII	-	4593769	4594426	WBGene00000145
NM_001269424	chrV	+	11675942	11685268	WBGene00000146
NM_001269425	chrV	+	11675942	11685268	WBGene00000146
NM_001269426	chrV	+	11675942	11685268	WBGene00000146
NM_001269427	chrV	+	11675942	11685268	WBGene00000146
NM_060068	chrI	-	9232071	9233560	WBGene00000147
NM_001129091	chrI	+	10340997	10345648	WBGene00000148
NM_060311	chrI	+	10340997	10345648	WBGene00000148
NM_076469	chrX	-	5112422	5116866	WBGene00000149
NM_076470	chrX	-	5112422	5116866	WBGene00000149
NM_059171	chrI	-	5342180	5344724	WBGene00000150
NM_063286	chrII	+	8047564	8049105	WBGene00000151
NM_059088	chrI	-	4964667	4967089	WBGene00000155
NM_059816	chrI	+	8050043	8055489	WBGene00000156
NM_001026376	chrI	+	8050043	8055489	WBGene00000156
NM_001347280	chrI	+	8050043	8055489	WBGene00000156
NM_076366	chrX	+	4458272	4459264	WBGene00000157
NM_170941	chrI	+	14406028	14417942	WBGene00000158
NM_072158	chrV	+	6017970	6018886	WBGene00000159
NM_001027766	chrIII	-	2583953	2597034	WBGene00000160
NM_001027767	chrIII	-	2583953	2597034	WBGene00000160
NM_001027768	chrIII	-	2583953	2597034	WBGene00000160
NM_077171	chrX	+	9336819	9342970	WBGene00000161
NM_062169	chrII	-	3532527	3546431	WBGene00000162
NM_062170	chrII	-	3532527	3546431	WBGene00000162
NM_059769	chrI	+	7853750	7857850	WBGene00000163
NM_059770	chrI	+	7853750	7857850	WBGene00000163
NM_075783	chrX	+	954839	957762	WBGene00000164
NM_170798	chrI	-	1154511	1156020	WBGene00000165
NM_077452	chrX	+	11068527	11071925	WBGene00000166
NM_071481	chrV	+	3210189	3223218	WBGene00000168
NM_001318263	chrV	+	3210189	3223218	WBGene00000168
NM_063109	chrII	-	7235834	7238349	WBGene00000169
NM_182133	chrII	-	7235834	7238349	WBGene00000169
NM_063571	chrII	-	9258913	9261994	WBGene00000170
NM_063572	chrII	-	9258913	9261994	WBGene00000170
NM_069643	chrIV	-	10961355	10966459	WBGene00000171
NM_001306967	chrIV	-	10961355	10966459	WBGene00000171
NM_001322776	chrIV	-	10961355	10966459	WBGene00000171
NM_073111	chrV	+	9737556	9739740	WBGene00000172
NM_073290	chrV	+	10491743	10493268	WBGene00000173
NM_001269319	chrV	+	10648446	10651952	WBGene00000174
NM_001269316	chrV	+	10648446	10651952	WBGene00000174
NM_001269317	chrV	+	10648446	10651952	WBGene00000174
NM_076114	chrX	+	3025505	3026976	WBGene00000175
NM_001029586	chrX	-	4702442	4704970	WBGene00000176
NM_001029587	chrX	-	4702442	4704970	WBGene00000176
NM_001361800	chrX	-	4702442	4704970	WBGene00000176
NM_001361799	chrX	-	4702442	4704970	WBGene00000176
NM_001264219	chrI	+	9605896	9609025	WBGene00000177
NM_001264220	chrI	+	9605896	9609025	WBGene00000177
NM_063704	chrII	-	9768357	9769847	WBGene00000178
NM_067420	chrIII	+	13673280	13674746	WBGene00000179
NM_063688	chrII	+	9674978	9677210	WBGene00000180
NM_069682	chrIV	+	11131279	11133785	WBGene00000181
NM_001307064	chrIV	+	11131279	11133785	WBGene00000181
NM_065834	chrIII	+	5714861	5717585	WBGene00000182
NM_068935	chrIV	+	7982526	7983919	WBGene00000183
NM_070610	chrIV	+	16947120	16949734	WBGene00000184
NM_001029444	chrX	+	1786907	1788405	WBGene00000185
NM_001029445	chrX	+	1786907	1788405	WBGene00000185
NM_001268725	chrIV	-	12622093	12631022	WBGene00000186
NM_001268724	chrIV	-	12622093	12631022	WBGene00000186
NM_063415	chrII	+	8581945	8583080	WBGene00000187
NM_064636	chrII	+	14606472	14608342	WBGene00000188
NM_066777	chrIII	+	9823242	9824132	WBGene00000189
NM_068841	chrIV	+	7634786	7635710	WBGene00000190
NM_070390	chrIV	+	14798149	14799229	WBGene00000192
NM_065592	chrIII	-	4813309	4814814	WBGene00000193
NM_075782	chrX	+	950782	954233	WBGene00000195
NM_064043	chrII	-	11460215	11464129	WBGene00000196
NM_058880	chrI	+	3983171	3986915	WBGene00000197
NM_063029	chrII	-	6970668	6972235	WBGene00000198
NM_058665	chrI	-	2883546	2893718	WBGene00000199
NM_073256	chrV	-	10335443	10338355	WBGene00000200
NM_067169	chrIII	-	12052424	12058458	WBGene00000201
NM_001368436	chrIII	-	12052424	12058458	WBGene00000201
NM_064878	chrIII	+	860198	861324	WBGene00000202
NM_067266	chrIII	-	12816789	12818100	WBGene00000203
NM_065619	chrIII	+	4878658	4879643	WBGene00000204
NM_058698	chrI	-	3069325	3070150	WBGene00000205
NM_065537	chrIII	-	4594543	4595944	WBGene00000206
NM_076369	chrX	+	4469743	4471476	WBGene00000207
NM_064699	chrII	+	15039404	15048904	WBGene00000208
NM_059951	chrI	+	8692946	8693468	WBGene00000209
NM_076751	chrX	+	6841258	6842129	WBGene00000210
NM_063014	chrII	+	6910031	6912697	WBGene00000211
NM_077493	chrX	-	11321079	11324251	WBGene00000212
NM_001047531	chrIV	-	520214	523809	WBGene00000213
NM_001047532	chrIV	-	520214	523809	WBGene00000213
NM_171587	chrV	-	19049461	19050825	WBGene00000214
NM_182329	chrV	+	9203077	9204734	WBGene00000215
NM_076741	chrX	+	6791064	6792715	WBGene00000216
NM_077790	chrX	-	13218977	13221462	WBGene00000217
NM_072734	chrV	+	8272375	8274046	WBGene00000218
NM_072732	chrV	-	8267511	8268937	WBGene00000219
NM_063460	chrII	+	8751986	8753939	WBGene00000220
NM_078055	chrX	-	14808846	14810849	WBGene00000221
NM_077693	chrX	+	12480948	12484904	WBGene00000222
NM_065513	chrIII	-	4491627	4499043	WBGene00000223
NM_065512	chrIII	-	4491627	4499043	WBGene00000223
NM_001025990	chrIII	-	4491627	4499043	WBGene00000223
NM_001136362	chrIII	-	4491627	4499043	WBGene00000223
NM_070663	chrIV	+	17269342	17272183	WBGene00000224
NM_001129302	chrIV	+	17269342	17272183	WBGene00000224
NM_001267506	chrII	-	14640096	14644083	WBGene00000225
NM_001267507	chrII	-	14640096	14644083	WBGene00000225
NM_001267508	chrII	-	14640096	14644083	WBGene00000225
NM_073086	chrV	-	9634861	9645595	WBGene00000226
NM_001269199	chrV	-	9634861	9645595	WBGene00000226
NM_001306285	chrI	+	183364	208465	WBGene00000227
NM_001306286	chrI	+	183364	208465	WBGene00000227
NM_073726	chrV	+	12478413	12484442	WBGene00000228
NM_073727	chrV	+	12478413	12484442	WBGene00000228
NM_001269494	chrV	+	12478413	12484442	WBGene00000228
NM_001269495	chrV	+	12478413	12484442	WBGene00000228
NM_065710	chrIII	+	5228417	5230536	WBGene00000229
NM_001026249	chrI	-	5428469	5429908	WBGene00000230
NM_001026250	chrI	-	5428469	5429908	WBGene00000230
NM_001026059	chrIII	+	10461389	10468051	WBGene00000231
NM_001026060	chrIII	+	10461389	10468051	WBGene00000231
NM_001129218	chrIII	+	10461389	10468051	WBGene00000231
NM_001268150	chrIII	+	10461389	10468051	WBGene00000231
NM_001025791	chrI	-	5967250	5973320	WBGene00000232
NM_001025792	chrI	-	5967250	5973320	WBGene00000232
NM_001025793	chrI	-	5967250	5973320	WBGene00000232
NM_001028905	chrV	-	13498786	13511718	WBGene00000233
NM_001028906	chrV	-	13498786	13511718	WBGene00000233
NM_001269584	chrV	-	13498786	13511718	WBGene00000233
NM_066684	chrIII	+	9467464	9468058	WBGene00000235
NM_059492	chrI	-	6563629	6564451	WBGene00000236
NM_001026638	chrI	-	2949600	2957910	WBGene00000237
NM_076805	chrX	-	7166005	7170625	WBGene00000238
NM_001025979	chrIII	+	5612274	5614700	WBGene00000239
NM_001025980	chrIII	+	5612274	5614700	WBGene00000239
NM_001267256	chrII	-	8762668	8766922	WBGene00000240
NM_001267255	chrII	-	8762668	8766922	WBGene00000240
NM_170937	chrI	-	14371142	14376025	WBGene00000241
NM_068924	chrIV	+	7934097	7937746	WBGene00000242
NM_072310	chrV	-	6762476	6765072	WBGene00000244
NM_171701	chrX	-	6201875	6204922	WBGene00000245
NM_069666	chrIV	-	11086074	11092552	WBGene00000246
NM_068443	chrIV	-	5661141	5664425	WBGene00000247
NM_001306755	chrIV	-	5661141	5664425	WBGene00000247
NM_065327	chrIII	-	3537688	3541628	WBGene00000248
NM_073548	chrV	+	11644760	11645370	WBGene00000249
NM_073961	chrV	+	13568850	13570030	WBGene00000250
NM_063910	chrII	+	10708765	10712156	WBGene00000251
NM_062703	chrII	-	5651394	5652449	WBGene00000252
NM_058285	chrI	-	146486	154850	WBGene00000253
NM_001026369	chrI	+	6342231	6356678	WBGene00000254
NM_001026370	chrI	+	6342231	6356678	WBGene00000254
NM_001026371	chrI	+	6342231	6356678	WBGene00000254
NM_001026372	chrI	+	6342231	6356678	WBGene00000254
NM_001026373	chrI	+	6342231	6356678	WBGene00000254
NM_001026374	chrI	+	6342231	6356678	WBGene00000254
NM_001316849	chrI	+	6342231	6356678	WBGene00000254
NM_001316850	chrI	+	6342231	6356678	WBGene00000254
NM_001316851	chrI	+	6342231	6356678	WBGene00000254
NM_001316852	chrI	+	6342231	6356678	WBGene00000254
NM_067371	chrIII	-	13427642	13429713	WBGene00000255
NM_001269657	chrV	-	14453305	14456998	WBGene00000257
NM_001269658	chrV	-	14453305	14456998	WBGene00000257
NM_062856	chrII	+	6274115	6279699	WBGene00000259
NM_182120	chrII	+	6274115	6279699	WBGene00000259
NM_182121	chrII	+	6274115	6279699	WBGene00000259
NM_077876	chrX	+	13598449	13599687	WBGene00000262
NM_064890	chrIII	-	909957	910589	WBGene00000263
NM_001267952	chrIII	-	3853026	3862958	WBGene00000264
NM_001267953	chrIII	-	3853026	3862958	WBGene00000264
NM_066097	chrIII	-	6885204	6889523	WBGene00000265
NM_069162	chrIV	+	8987130	8990444	WBGene00000266
NM_069163	chrIV	+	8987130	8990444	WBGene00000266
NM_001083199	chrIV	+	8987130	8990444	WBGene00000266
NM_001083200	chrIV	+	8987130	8990444	WBGene00000266
NM_001083201	chrIV	+	8987130	8990444	WBGene00000266
NM_067314	chrIII	-	13134014	13139614	WBGene00000267
NM_001129256	chrIII	-	13134014	13139614	WBGene00000267
NM_001268260	chrIII	-	13134014	13139614	WBGene00000267
NM_001268259	chrIII	-	13134014	13139614	WBGene00000267
NM_066686	chrIII	-	9469920	9485451	WBGene00000268
NM_058471	chrI	-	1621346	1628476	WBGene00000269
NM_001306478	chrI	-	1621346	1628476	WBGene00000269
NM_001268683	chrIV	-	12049862	12051226	WBGene00000270
NM_001268684	chrIV	-	12049862	12051226	WBGene00000270
NM_001322739	chrII	+	7305861	7308738	WBGene00000271
NM_001322740	chrII	+	7305861	7308738	WBGene00000271
NM_059141	chrI	+	5186926	5188995	WBGene00000272
NM_001027780	chrIII	+	12020552	12025325	WBGene00000273
NM_001027781	chrIII	+	12020552	12025325	WBGene00000273
NM_001268223	chrIII	+	12020552	12025325	WBGene00000273
NM_001268222	chrIII	+	12020552	12025325	WBGene00000273
NM_001268221	chrIII	+	12020552	12025325	WBGene00000273
NM_064401	chrII	+	13200165	13215701	WBGene00000274
NM_059650	chrI	+	7251941	7255223	WBGene00000275
NM_066109	chrIII	+	6932001	6935862	WBGene00000276
NM_077635	chrX	-	12199655	12213049	WBGene00000277
NM_001322586	chrIII	-	5083206	5085289	WBGene00000279
NM_001322587	chrIII	-	5083206	5085289	WBGene00000279
NM_063166	chrII	-	7480751	7483109	WBGene00000280
NM_078273	chrX	+	16487481	16489397	WBGene00000281
NM_077864	chrX	+	13542574	13544599	WBGene00000282
NM_077863	chrX	+	13542574	13544599	WBGene00000282
NM_076785	chrX	+	7020033	7023950	WBGene00000283
NM_058788	chrI	+	3629471	3631112	WBGene00000284
NM_001269500	chrV	-	12514875	12517205	WBGene00000285
NM_001269499	chrV	-	12514875	12517205	WBGene00000285
NM_063505	chrII	+	8960714	8961577	WBGene00000286
NM_068020	chrIV	-	3829546	3835165	WBGene00000287
NM_001307362	chrIV	-	3829546	3835165	WBGene00000287
NM_001268560	chrIV	+	10521422	10530597	WBGene00000288
NM_001268561	chrIV	+	10521422	10530597	WBGene00000288
NM_001268562	chrIV	+	10521422	10530597	WBGene00000288
NM_001026736	chrII	-	9295918	9310304	WBGene00000289
NM_001026737	chrII	-	9295918	9310304	WBGene00000289
NM_001038238	chrII	-	9295918	9310304	WBGene00000289
NM_068744	chrIV	-	7228403	7230223	WBGene00000292
NM_063935	chrII	+	10869196	10870827	WBGene00000293
NM_078313	chrX	-	16807461	16813673	WBGene00000294
NM_078312	chrX	-	16807461	16813673	WBGene00000294
NM_001029765	chrX	-	5705719	5710625	WBGene00000295
NM_001029766	chrX	-	5705719	5710625	WBGene00000295
NM_001306554	chrII	+	257819	261063	WBGene00000296
NM_001306555	chrII	+	257819	261063	WBGene00000296
NM_001267080	chrII	+	257819	261063	WBGene00000296
NM_073309	chrV	+	10564880	10566445	WBGene00000298
NM_001268492	chrIV	+	9772510	9773470	WBGene00000301
NM_001268493	chrIV	+	9772510	9773470	WBGene00000301
NM_001269594	chrV	+	13557104	13559922	WBGene00000302
NM_001269596	chrV	+	13557104	13559922	WBGene00000302
NM_001269597	chrV	+	13557104	13559922	WBGene00000302
NM_001269595	chrV	+	13557104	13559922	WBGene00000302
NM_066760	chrIII	+	9766516	9774825	WBGene00000366
NM_066759	chrIII	+	9766516	9774825	WBGene00000366
NM_001129239	chrIII	+	9766516	9774825	WBGene00000366
NM_171733	chrX	-	7847682	7875954	WBGene00000367
NM_001029325	chrX	-	7847682	7875954	WBGene00000367
NM_001029326	chrX	-	7847682	7875954	WBGene00000367
NM_001029327	chrX	-	7847682	7875954	WBGene00000367
NM_001313408	chrX	-	7847682	7875954	WBGene00000367
NM_058792	chrI	-	3641668	3647009	WBGene00000368
NM_067152	chrIII	-	11918828	11920237	WBGene00000369
NM_070441	chrIV	-	15270160	15275835	WBGene00000370
NM_060200	chrI	+	9788749	9790050	WBGene00000371
NM_063713	chrII	+	9803620	9805510	WBGene00000372
NM_072034	chrV	-	5421018	5423488	WBGene00000373
NM_062651	chrII	+	5503966	5506115	WBGene00000375
NM_069954	chrIV	+	12361542	12371852	WBGene00000376
NM_001028436	chrIV	+	12361542	12371852	WBGene00000376
NM_001028437	chrIV	+	12361542	12371852	WBGene00000376
NM_001136405	chrIV	+	12361542	12371852	WBGene00000376
NM_001307061	chrIV	+	12361542	12371852	WBGene00000376
NM_063321	chrII	+	8185443	8187601	WBGene00000377
NM_171985	chrII	+	8927741	8929820	WBGene00000378
NM_063349	chrII	+	8283667	8285711	WBGene00000379
NM_171104	chrIII	-	4499191	4508114	WBGene00000380
NM_065514	chrIII	-	4499191	4508114	WBGene00000380
NM_171135	chrIII	-	5853532	5855687	WBGene00000381
NM_171136	chrIII	-	5853532	5855687	WBGene00000381
NM_058942	chrI	-	4268070	4270287	WBGene00000382
NM_062684	chrII	-	5589186	5593628	WBGene00000383
NM_062685	chrII	-	5589186	5593628	WBGene00000383
NM_170993	chrII	-	5589186	5593628	WBGene00000383
NM_001026798	chrII	-	5589186	5593628	WBGene00000383
NM_001313580	chrII	-	5589186	5593628	WBGene00000383
NM_001313581	chrII	-	5589186	5593628	WBGene00000383
NM_059461	chrI	-	6469386	6471995	WBGene00000386
NM_071045	chrV	+	1567076	1585532	WBGene00000387
NM_001313150	chrV	+	1567076	1585532	WBGene00000387
NM_001313151	chrV	+	1567076	1585532	WBGene00000387
NM_063197	chrII	+	7616452	7618245	WBGene00000390
NM_076983	chrX	-	8208748	8211149	WBGene00000391
NM_068820	chrIV	-	7547118	7547893	WBGene00000392
NM_076694	chrX	-	6499928	6504613	WBGene00000393
NM_076695	chrX	-	6499928	6504613	WBGene00000393
NM_001313388	chrX	-	6499928	6504613	WBGene00000393
NM_066286	chrIII	-	7741326	7754448	WBGene00000395
NM_001330837	chrIII	+	4520363	4536991	WBGene00000396
NM_001356929	chrIV	+	8668941	8676542	WBGene00000397
NM_069086	chrIV	+	8668941	8676542	WBGene00000397
NM_001356930	chrIV	+	8668941	8676542	WBGene00000397
NM_001307097	chrIV	+	8668941	8676542	WBGene00000397
NM_064674	chrII	+	14843177	14850905	WBGene00000399
NM_078284	chrX	+	16595238	16602238	WBGene00000401
NM_067803	chrIV	-	2436505	2463405	WBGene00000402
NM_001025939	chrII	-	5945418	5956683	WBGene00000403
NM_062788	chrII	-	5945418	5956683	WBGene00000403
NM_001047257	chrII	-	5945418	5956683	WBGene00000403
NM_001027576	chrIII	+	9747432	9748852	WBGene00000405
NM_077855	chrX	-	13515871	13518911	WBGene00000406
NM_001029420	chrX	-	13515871	13518911	WBGene00000406
NM_067382	chrIII	-	13464687	13466390	WBGene00000407
NM_058551	chrI	-	2281504	2291183	WBGene00000408
NM_059956	chrI	+	8702478	8705825	WBGene00000409
NM_060506	chrI	+	11323527	11333152	WBGene00000410
